productReference;Brand;IDTECDOC;EAN;Name;Description;Stock;price;Currency;priceeurop;Currency.1
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
;;;;;;22.0;;;;
